id,name,name_cs
2892,"Beans, Dry, Pinto, 11F-8106 (0% moisture)","Fazole, suché, Pinto, 11F-8106 (0% vlhkost)"
2926,"Beans, Dry, Pinto, 11F-8108 (0% moisture)","Fazole, suché, Pinto, 11F-8108 (0% vlhkost)"
2932,"Beans, Dry, Pinto, 11F-8109 (0% moisture)","Fazole, suché, Pinto, 11F-8109 (0% vlhkost)"
2902,"Beans, Dry, Pinto, 11F-8114 (0% moisture)","Fazole, suché, Pinto, 11F-8114 (0% vlhkost)"
2940,"Beans, Dry, Pinto, 11F-8118 (0% moisture)","Fazole, suché, Pinto, 11F-8118 (0% vlhkost)"
2928,"Beans, Dry, Pinto, 11F-8120 (0% moisture)","Fazole, suché, Pinto, 11F-8120 (0% vlhkost)"
2918,"Beans, Dry, Pinto, 11F-8121 (0% moisture)","Fazole, suché, Pinto, 11F-8121 (0% vlhkost)"
2946,"Beans, Dry, Pinto, 11F-8126 (0% moisture)","Fazole, suché, Pinto, 11F-8126 (0% vlhkost)"
2906,"Beans, Dry, Pinto, 11F-8133 (0% moisture)","Fazole, suché, Pinto, 11F-8133 (0% vlhkost)"
2910,"Beans, Dry, Pinto, 11F-8144 (0% moisture)","Fazole, suché, Pinto, 11F-8144 (0% vlhkost)"
2894,"Beans, Dry, Pinto, 11F-8147 (0% moisture)","Fazole, suché, Pinto, 11F-8147 (0% vlhkost)"
2904,"Beans, Dry, Pinto, 11F-8151 (0% moisture)","Fazole, suché, Pinto, 11F-8151 (0% vlhkost)"
2896,"Beans, Dry, Pinto, 11F-8157 (0% moisture)","Fazole, suché, Pinto, 11F-8157 (0% vlhkost)"
2912,"Beans, Dry, Pinto, 11F-8159 (0% moisture)","Fazole, suché, Pinto, 11F-8159 (0% vlhkost)"
2908,"Beans, Dry, Pinto, 11F-8164 (0% moisture)","Fazole, suché, Pinto, 11F-8164 (0% vlhkost)"
2938,"Beans, Dry, Pinto, 11F-8166 (0% moisture)","Fazole, suché, Pinto, 11F-8166 (0% vlhkost)"
2916,"Beans, Dry, Pinto, 11F-8167 (0% moisture)","Fazole, suché, Pinto, 11F-8167 (0% vlhkost)"
2900,"Beans, Dry, Pinto, 11F-8170 (0% moisture)","Fazole, suché, Pinto, 11F-8170 (0% vlhkost)"
2922,"Beans, Dry, Pinto, 11F-8173 (0% moisture)","Fazole, suché, Pinto, 11F-8173 (0% vlhkost)"
2920,"Beans, Dry, Pinto, 11F-8176 (0% moisture)","Fazole, suché, Pinto, 11F-8176 (0% vlhkost)"
2948,"Beans, Dry, Pinto, 11F-8178 (0% moisture)","Fazole, suché, Pinto, 11F-8178 (0% vlhkost)"
2936,"Beans, Dry, Pinto, 11F-8181 (0% moisture)","Fazole, suché, Pinto, 11F-8181 (0% vlhkost)"
2934,"Beans, Dry, Pinto, 11F-8182 (0% moisture)","Fazole, suché, Pinto, 11F-8182 (0% vlhkost)"
2952,"Beans, Dry, Pinto, 11F-8189 (0% moisture)","Fazole, suché, Pinto, 11F-8189 (0% vlhkost)"
2898,"Beans, Dry, Pinto, 11F-8191 (0% moisture)","Fazole, suché, Pinto, 11F-8191 (0% vlhkost)"
2924,"Beans, Dry, Pinto, 11F-8196 (0% moisture)","Fazole, suché, Pinto, 11F-8196 (0% vlhkost)"
2944,"Beans, Dry, Pinto, 11F-8198 (0% moisture)","Fazole, suché, Pinto, 11F-8198 (0% vlhkost)"
2979,"Beans, Dry, Pinto, 218 (0% moisture)","Fazole, suché, Pinto, 218 (0% vlhkost)"
3091,"Beans, Dry, Pinto, 224 (0% moisture)","Fazole, suché, Pinto, 224 (0% vlhkost)"
2971,"Beans, Dry, Pinto, 270 (0% moisture)","Fazole, suché, Pinto, 270 (0% vlhkost)"
3063,"Beans, Dry, Pinto, 322 (0% moisture)","Fazole, suché, Pinto, 322 (0% vlhkost)"
3111,"Beans, Dry, Pinto, 324 (0% moisture)","Fazole, suché, Pinto, 324 (0% vlhkost)"
3031,"Beans, Dry, Pinto, 325 (0% moisture)","Fazole, suché, Pinto, 325 (0% vlhkost)"
2957,"Beans, Dry, Pinto, 326 (0% moisture)","Fazole, suché, Pinto, 326 (0% vlhkost)"
3141,"Beans, Dry, Pinto, 328 (0% moisture)","Fazole, suché, Pinto, 328 (0% vlhkost)"
3137,"Beans, Dry, Pinto, 329 (0% moisture)","Fazole, suché, Pinto, 329 (0% vlhkost)"
3105,"Beans, Dry, Pinto, 333 (0% moisture)","Fazole, suché, Pinto, 333 (0% vlhkost)"
2961,"Beans, Dry, Pinto, 334 (0% moisture)","Fazole, suché, Pinto, 334 (0% vlhkost)"
3055,"Beans, Dry, Pinto, 336 (0% moisture)","Fazole, suché, Pinto, 336 (0% vlhkost)"
3049,"Beans, Dry, Pinto, 340 (0% moisture)","Fazole, suché, Pinto, 340 (0% vlhkost)"
3041,"Beans, Dry, Pinto, 343 (0% moisture)","Fazole, suché, Pinto, 343 (0% vlhkost)"
3033,"Beans, Dry, Pinto, 349 (0% moisture)","Fazole, suché, Pinto, 349 (0% vlhkost)"
3101,"Beans, Dry, Pinto, 352 (0% moisture)","Fazole, suché, Pinto, 352 (0% vlhkost)"
3085,"Beans, Dry, Pinto, 353 (0% moisture)","Fazole, suché, Pinto, 353 (0% vlhkost)"
3027,"Beans, Dry, Pinto, 355 (0% moisture)","Fazole, suché, Pinto, 355 (0% vlhkost)"
2977,"Beans, Dry, Pinto, 356 (0% moisture)","Fazole, suché, Pinto, 356 (0% vlhkost)"
2993,"Beans, Dry, Pinto, 358 (0% moisture)","Fazole, suché, Pinto, 358 (0% vlhkost)"
2963,"Beans, Dry, Pinto, 360 (0% moisture)","Fazole, suché, Pinto, 360 (0% vlhkost)"
2991,"Beans, Dry, Pinto, 361 (0% moisture)","Fazole, suché, Pinto, 361 (0% vlhkost)"
3051,"Beans, Dry, Pinto, 362 (0% moisture)","Fazole, suché, Pinto, 362 (0% vlhkost)"
2959,"Beans, Dry, Pinto, 365 (0% moisture)","Fazole, suché, Pinto, 365 (0% vlhkost)"
2981,"Beans, Dry, Pinto, 366 (0% moisture)","Fazole, suché, Pinto, 366 (0% vlhkost)"
3109,"Beans, Dry, Pinto, 367 (0% moisture)","Fazole, suché, Pinto, 367 (0% vlhkost)"
3009,"Beans, Dry, Pinto, 368 (0% moisture)","Fazole, suché, Pinto, 368 (0% vlhkost)"
3045,"Beans, Dry, Pinto, 371 (0% moisture)","Fazole, suché, Pinto, 371 (0% vlhkost)"
3133,"Beans, Dry, Pinto, 372 (0% moisture)","Fazole, suché, Pinto, 372 (0% vlhkost)"
3005,"Beans, Dry, Pinto, 373 (0% moisture)","Fazole, suché, Pinto, 373 (0% vlhkost)"
2967,"Beans, Dry, Pinto, 377 (0% moisture)","Fazole, suché, Pinto, 377 (0% vlhkost)"
3125,"Beans, Dry, Pinto, 381 (0% moisture)","Fazole, suché, Pinto, 381 (0% vlhkost)"
3019,"Beans, Dry, Pinto, 382 (0% moisture)","Fazole, suché, Pinto, 382 (0% vlhkost)"
3129,"Beans, Dry, Pinto, 383 (0% moisture)","Fazole, suché, Pinto, 383 (0% vlhkost)"
3099,"Beans, Dry, Pinto, 388 (0% moisture)","Fazole, suché, Pinto, 388 (0% vlhkost)"
2999,"Beans, Dry, Pinto, 389 (0% moisture)","Fazole, suché, Pinto, 389 (0% vlhkost)"
3121,"Beans, Dry, Pinto, 390 (0% moisture)","Fazole, suché, Pinto, 390 (0% vlhkost)"
2989,"Beans, Dry, Pinto, 391 (0% moisture)","Fazole, suché, Pinto, 391 (0% vlhkost)"
3139,"Beans, Dry, Pinto, 393 (0% moisture)","Fazole, suché, Pinto, 393 (0% vlhkost)"
2987,"Beans, Dry, Pinto, 394 (0% moisture)","Fazole, suché, Pinto, 394 (0% vlhkost)"
3113,"Beans, Dry, Pinto, 397 (0% moisture)","Fazole, suché, Pinto, 397 (0% vlhkost)"
2995,"Beans, Dry, Pinto, 398 (0% moisture)","Fazole, suché, Pinto, 398 (0% vlhkost)"
3035,"Beans, Dry, Pinto, 408 (0% moisture)","Fazole, suché, Pinto, 408 (0% vlhkost)"
3123,"Beans, Dry, Pinto, 410 (0% moisture)","Fazole, suché, Pinto, 410 (0% vlhkost)"
3092,"Beans, Dry, Pinto, 413 (0% moisture)","Fazole, suché, Pinto, 413 (0% vlhkost)"
3115,"Beans, Dry, Pinto, 414 (0% moisture)","Fazole, suché, Pinto, 414 (0% vlhkost)"
3103,"Beans, Dry, Pinto, 416 (0% moisture)","Fazole, suché, Pinto, 416 (0% vlhkost)"
3089,"Beans, Dry, Pinto, 420 (0% moisture)","Fazole, suché, Pinto, 420 (0% vlhkost)"
3047,"Beans, Dry, Pinto, 421 (0% moisture)","Fazole, suché, Pinto, 421 (0% vlhkost)"
3107,"Beans, Dry, Pinto, 425 (0% moisture)","Fazole, suché, Pinto, 425 (0% vlhkost)"
3013,"Beans, Dry, Pinto, 426 (0% moisture)","Fazole, suché, Pinto, 426 (0% vlhkost)"
3017,"Beans, Dry, Pinto, 427 (0% moisture)","Fazole, suché, Pinto, 427 (0% vlhkost)"
3117,"Beans, Dry, Pinto, 428 (0% moisture)","Fazole, suché, Pinto, 428 (0% vlhkost)"
3053,"Beans, Dry, Pinto, 432 (0% moisture)","Fazole, suché, Pinto, 432 (0% vlhkost)"
2955,"Beans, Dry, Pinto, 435 (0% moisture)","Fazole, suché, Pinto, 435 (0% vlhkost)"
2965,"Beans, Dry, Pinto, 436 (0% moisture)","Fazole, suché, Pinto, 436 (0% vlhkost)"
2983,"Beans, Dry, Pinto, 437 (0% moisture)","Fazole, suché, Pinto, 437 (0% vlhkost)"
3079,"Beans, Dry, Pinto, 440 (0% moisture)","Fazole, suché, Pinto, 440 (0% vlhkost)"
2972,"Beans, Dry, Pinto, 442 (0% moisture)","Fazole, suché, Pinto, 442 (0% vlhkost)"
3059,"Beans, Dry, Pinto, 450 (0% moisture)","Fazole, suché, Pinto, 450 (0% vlhkost)"
3095,"Beans, Dry, Pinto, 451 (0% moisture)","Fazole, suché, Pinto, 451 (0% vlhkost)"
3001,"Beans, Dry, Pinto, 452 (0% moisture)","Fazole, suché, Pinto, 452 (0% vlhkost)"
3083,"Beans, Dry, Pinto, 454 (0% moisture)","Fazole, suché, Pinto, 454 (0% vlhkost)"
3023,"Beans, Dry, Pinto, 455 (0% moisture)","Fazole, suché, Pinto, 455 (0% vlhkost)"
2985,"Beans, Dry, Pinto, 456 (0% moisture)","Fazole, suché, Pinto, 456 (0% vlhkost)"
3119,"Beans, Dry, Pinto, 459 (0% moisture)","Fazole, suché, Pinto, 459 (0% vlhkost)"
2969,"Beans, Dry, Pinto, 462 (0% moisture)","Fazole, suché, Pinto, 462 (0% vlhkost)"
3077,"Beans, Dry, Pinto, 463 (0% moisture)","Fazole, suché, Pinto, 463 (0% vlhkost)"
3021,"Beans, Dry, Pinto, 464 (0% moisture)","Fazole, suché, Pinto, 464 (0% vlhkost)"
2953,"Beans, Dry, Pinto, 465 (0% moisture)","Fazole, suché, Pinto, 465 (0% vlhkost)"
3057,"Beans, Dry, Pinto, 466 (0% moisture)","Fazole, suché, Pinto, 466 (0% vlhkost)"
3043,"Beans, Dry, Pinto, 468 (0% moisture)","Fazole, suché, Pinto, 468 (0% vlhkost)"
3025,"Beans, Dry, Pinto, 469 (0% moisture)","Fazole, suché, Pinto, 469 (0% vlhkost)"
3135,"Beans, Dry, Pinto, 475 (0% moisture)","Fazole, suché, Pinto, 475 (0% vlhkost)"
3007,"Beans, Dry, Pinto, 479 (0% moisture)","Fazole, suché, Pinto, 479 (0% vlhkost)"
3037,"Beans, Dry, Pinto, 480 (0% moisture)","Fazole, suché, Pinto, 480 (0% vlhkost)"
3069,"Beans, Dry, Pinto, 482 (0% moisture)","Fazole, suché, Pinto, 482 (0% vlhkost)"
3061,"Beans, Dry, Pinto, 484 (0% moisture)","Fazole, suché, Pinto, 484 (0% vlhkost)"
3073,"Beans, Dry, Pinto, 489 (0% moisture)","Fazole, suché, Pinto, 489 (0% vlhkost)"
3075,"Beans, Dry, Pinto, 492 (0% moisture)","Fazole, suché, Pinto, 492 (0% vlhkost)"
3065,"Beans, Dry, Pinto, 494 (0% moisture)","Fazole, suché, Pinto, 494 (0% vlhkost)"
3067,"Beans, Dry, Pinto, 496 (0% moisture)","Fazole, suché, Pinto, 496 (0% vlhkost)"
3003,"Beans, Dry, Pinto, 497 (0% moisture)","Fazole, suché, Pinto, 497 (0% vlhkost)"
3015,"Beans, Dry, Pinto, 498 (0% moisture)","Fazole, suché, Pinto, 498 (0% vlhkost)"
3039,"Beans, Dry, Pinto, 499 (0% moisture)","Fazole, suché, Pinto, 499 (0% vlhkost)"
2975,"Beans, Dry, Pinto, 503 (0% moisture)","Fazole, suché, Pinto, 503 (0% vlhkost)"
3087,"Beans, Dry, Pinto, 506 (0% moisture)","Fazole, suché, Pinto, 506 (0% vlhkost)"
3011,"Beans, Dry, Pinto, 510 (0% moisture)","Fazole, suché, Pinto, 510 (0% vlhkost)"
3029,"Beans, Dry, Pinto, 511 (0% moisture)","Fazole, suché, Pinto, 511 (0% vlhkost)"
3097,"Beans, Dry, Pinto, 512 (0% moisture)","Fazole, suché, Pinto, 512 (0% vlhkost)"
3071,"Beans, Dry, Pinto, 513 (0% moisture)","Fazole, suché, Pinto, 513 (0% vlhkost)"
3127,"Beans, Dry, Pinto, 515 (0% moisture)","Fazole, suché, Pinto, 515 (0% vlhkost)"
2997,"Beans, Dry, Pinto, 516 (0% moisture)","Fazole, suché, Pinto, 516 (0% vlhkost)"
3081,"Beans, Dry, Pinto, 517 (0% moisture)","Fazole, suché, Pinto, 517 (0% vlhkost)"
3131,"Beans, Dry, Pinto, 520 (0% moisture)","Fazole, suché, Pinto, 520 (0% vlhkost)"
2980,"Beans, Dry, Pinto, 563 (0% moisture)","Fazole, suché, Pinto, 563 (0% vlhkost)"
2973,"Beans, Dry, Pinto, 591 (0% moisture)","Fazole, suché, Pinto, 591 (0% vlhkost)"
3093,"Beans, Dry, Pinto, 621 (0% moisture)","Fazole, suché, Pinto, 621 (0% vlhkost)"
3142,"Beans, Dry, Pinto, 630 (0% moisture)","Fazole, suché, Pinto, 630 (0% vlhkost)"
3122,"Beans, Dry, Pinto, 631 (0% moisture)","Fazole, suché, Pinto, 631 (0% vlhkost)"
3028,"Beans, Dry, Pinto, 632 (0% moisture)","Fazole, suché, Pinto, 632 (0% vlhkost)"
2970,"Beans, Dry, Pinto, 633 (0% moisture)","Fazole, suché, Pinto, 633 (0% vlhkost)"
3016,"Beans, Dry, Pinto, 634 (0% moisture)","Fazole, suché, Pinto, 634 (0% vlhkost)"
3024,"Beans, Dry, Pinto, 639 (0% moisture)","Fazole, suché, Pinto, 639 (0% vlhkost)"
3010,"Beans, Dry, Pinto, 640 (0% moisture)","Fazole, suché, Pinto, 640 (0% vlhkost)"
3088,"Beans, Dry, Pinto, 642 (0% moisture)","Fazole, suché, Pinto, 642 (0% vlhkost)"
3106,"Beans, Dry, Pinto, 643 (0% moisture)","Fazole, suché, Pinto, 643 (0% vlhkost)"
3070,"Beans, Dry, Pinto, 647 (0% moisture)","Fazole, suché, Pinto, 647 (0% vlhkost)"
3076,"Beans, Dry, Pinto, 650 (0% moisture)","Fazole, suché, Pinto, 650 (0% vlhkost)"
3078,"Beans, Dry, Pinto, 653 (0% moisture)","Fazole, suché, Pinto, 653 (0% vlhkost)"
2984,"Beans, Dry, Pinto, 657 (0% moisture)","Fazole, suché, Pinto, 657 (0% vlhkost)"
3100,"Beans, Dry, Pinto, 659 (0% moisture)","Fazole, suché, Pinto, 659 (0% vlhkost)"
3072,"Beans, Dry, Pinto, 660 (0% moisture)","Fazole, suché, Pinto, 660 (0% vlhkost)"
3020,"Beans, Dry, Pinto, 661 (0% moisture)","Fazole, suché, Pinto, 661 (0% vlhkost)"
3048,"Beans, Dry, Pinto, 663 (0% moisture)","Fazole, suché, Pinto, 663 (0% vlhkost)"
3052,"Beans, Dry, Pinto, 665 (0% moisture)","Fazole, suché, Pinto, 665 (0% vlhkost)"
2958,"Beans, Dry, Pinto, 667 (0% moisture)","Fazole, suché, Pinto, 667 (0% vlhkost)"
3112,"Beans, Dry, Pinto, 668 (0% moisture)","Fazole, suché, Pinto, 668 (0% vlhkost)"
3046,"Beans, Dry, Pinto, 669 (0% moisture)","Fazole, suché, Pinto, 669 (0% vlhkost)"
3116,"Beans, Dry, Pinto, 671 (0% moisture)","Fazole, suché, Pinto, 671 (0% vlhkost)"
2976,"Beans, Dry, Pinto, 676 (0% moisture)","Fazole, suché, Pinto, 676 (0% vlhkost)"
3136,"Beans, Dry, Pinto, 677 (0% moisture)","Fazole, suché, Pinto, 677 (0% vlhkost)"
3064,"Beans, Dry, Pinto, 678 (0% moisture)","Fazole, suché, Pinto, 678 (0% vlhkost)"
3118,"Beans, Dry, Pinto, 681 (0% moisture)","Fazole, suché, Pinto, 681 (0% vlhkost)"
3138,"Beans, Dry, Pinto, 682 (0% moisture)","Fazole, suché, Pinto, 682 (0% vlhkost)"
2962,"Beans, Dry, Pinto, 684 (0% moisture)","Fazole, suché, Pinto, 684 (0% vlhkost)"
3132,"Beans, Dry, Pinto, 686 (0% moisture)","Fazole, suché, Pinto, 686 (0% vlhkost)"
3096,"Beans, Dry, Pinto, 691 (0% moisture)","Fazole, suché, Pinto, 691 (0% vlhkost)"
3086,"Beans, Dry, Pinto, 692 (0% moisture)","Fazole, suché, Pinto, 692 (0% vlhkost)"
3018,"Beans, Dry, Pinto, 695 (0% moisture)","Fazole, suché, Pinto, 695 (0% vlhkost)"
2960,"Beans, Dry, Pinto, 696 (0% moisture)","Fazole, suché, Pinto, 696 (0% vlhkost)"
2986,"Beans, Dry, Pinto, 700 (0% moisture)","Fazole, suché, Pinto, 700 (0% vlhkost)"
2990,"Beans, Dry, Pinto, 702 (0% moisture)","Fazole, suché, Pinto, 702 (0% vlhkost)"
3050,"Beans, Dry, Pinto, 704 (0% moisture)","Fazole, suché, Pinto, 704 (0% vlhkost)"
3140,"Beans, Dry, Pinto, 705 (0% moisture)","Fazole, suché, Pinto, 705 (0% vlhkost)"
3108,"Beans, Dry, Pinto, 708 (0% moisture)","Fazole, suché, Pinto, 708 (0% vlhkost)"
3080,"Beans, Dry, Pinto, 709 (0% moisture)","Fazole, suché, Pinto, 709 (0% vlhkost)"
3040,"Beans, Dry, Pinto, 710 (0% moisture)","Fazole, suché, Pinto, 710 (0% vlhkost)"
3036,"Beans, Dry, Pinto, 711 (0% moisture)","Fazole, suché, Pinto, 711 (0% vlhkost)"
3034,"Beans, Dry, Pinto, 714 (0% moisture)","Fazole, suché, Pinto, 714 (0% vlhkost)"
3004,"Beans, Dry, Pinto, 715 (0% moisture)","Fazole, suché, Pinto, 715 (0% vlhkost)"
2982,"Beans, Dry, Pinto, 717 (0% moisture)","Fazole, suché, Pinto, 717 (0% vlhkost)"
3012,"Beans, Dry, Pinto, 718 (0% moisture)","Fazole, suché, Pinto, 718 (0% vlhkost)"
2994,"Beans, Dry, Pinto, 720 (0% moisture)","Fazole, suché, Pinto, 720 (0% vlhkost)"
3082,"Beans, Dry, Pinto, 724 (0% moisture)","Fazole, suché, Pinto, 724 (0% vlhkost)"
3068,"Beans, Dry, Pinto, 727 (0% moisture)","Fazole, suché, Pinto, 727 (0% vlhkost)"
3002,"Beans, Dry, Pinto, 728 (0% moisture)","Fazole, suché, Pinto, 728 (0% vlhkost)"
3062,"Beans, Dry, Pinto, 729 (0% moisture)","Fazole, suché, Pinto, 729 (0% vlhkost)"
3114,"Beans, Dry, Pinto, 733 (0% moisture)","Fazole, suché, Pinto, 733 (0% vlhkost)"
3008,"Beans, Dry, Pinto, 734 (0% moisture)","Fazole, suché, Pinto, 734 (0% vlhkost)"
2988,"Beans, Dry, Pinto, 735 (0% moisture)","Fazole, suché, Pinto, 735 (0% vlhkost)"
3000,"Beans, Dry, Pinto, 736 (0% moisture)","Fazole, suché, Pinto, 736 (0% vlhkost)"
3074,"Beans, Dry, Pinto, 738 (0% moisture)","Fazole, suché, Pinto, 738 (0% vlhkost)"
3128,"Beans, Dry, Pinto, 740 (0% moisture)","Fazole, suché, Pinto, 740 (0% vlhkost)"
2956,"Beans, Dry, Pinto, 743 (0% moisture)","Fazole, suché, Pinto, 743 (0% vlhkost)"
3094,"Beans, Dry, Pinto, 744 (0% moisture)","Fazole, suché, Pinto, 744 (0% vlhkost)"
2992,"Beans, Dry, Pinto, 747 (0% moisture)","Fazole, suché, Pinto, 747 (0% vlhkost)"
3098,"Beans, Dry, Pinto, 749 (0% moisture)","Fazole, suché, Pinto, 749 (0% vlhkost)"
3032,"Beans, Dry, Pinto, 751 (0% moisture)","Fazole, suché, Pinto, 751 (0% vlhkost)"
3104,"Beans, Dry, Pinto, 754 (0% moisture)","Fazole, suché, Pinto, 754 (0% vlhkost)"
3026,"Beans, Dry, Pinto, 758 (0% moisture)","Fazole, suché, Pinto, 758 (0% vlhkost)"
2954,"Beans, Dry, Pinto, 761 (0% moisture)","Fazole, suché, Pinto, 761 (0% vlhkost)"
3042,"Beans, Dry, Pinto, 764 (0% moisture)","Fazole, suché, Pinto, 764 (0% vlhkost)"
2996,"Beans, Dry, Pinto, 765 (0% moisture)","Fazole, suché, Pinto, 765 (0% vlhkost)"
3022,"Beans, Dry, Pinto, 770 (0% moisture)","Fazole, suché, Pinto, 770 (0% vlhkost)"
3044,"Beans, Dry, Pinto, 773 (0% moisture)","Fazole, suché, Pinto, 773 (0% vlhkost)"
3120,"Beans, Dry, Pinto, 775 (0% moisture)","Fazole, suché, Pinto, 775 (0% vlhkost)"
2998,"Beans, Dry, Pinto, 776 (0% moisture)","Fazole, suché, Pinto, 776 (0% vlhkost)"
3126,"Beans, Dry, Pinto, 781 (0% moisture)","Fazole, suché, Pinto, 781 (0% vlhkost)"
3124,"Beans, Dry, Pinto, 782 (0% moisture)","Fazole, suché, Pinto, 782 (0% vlhkost)"
3014,"Beans, Dry, Pinto, 783 (0% moisture)","Fazole, suché, Pinto, 783 (0% vlhkost)"
2964,"Beans, Dry, Pinto, 784 (0% moisture)","Fazole, suché, Pinto, 784 (0% vlhkost)"
3054,"Beans, Dry, Pinto, 787 (0% moisture)","Fazole, suché, Pinto, 787 (0% vlhkost)"
3134,"Beans, Dry, Pinto, 791 (0% moisture)","Fazole, suché, Pinto, 791 (0% vlhkost)"
3056,"Beans, Dry, Pinto, 793 (0% moisture)","Fazole, suché, Pinto, 793 (0% vlhkost)"
3090,"Beans, Dry, Pinto, 795 (0% moisture)","Fazole, suché, Pinto, 795 (0% vlhkost)"
3060,"Beans, Dry, Pinto, 801 (0% moisture)","Fazole, suché, Pinto, 801 (0% vlhkost)"
3102,"Beans, Dry, Pinto, 802 (0% moisture)","Fazole, suché, Pinto, 802 (0% vlhkost)"
2968,"Beans, Dry, Pinto, 805 (0% moisture)","Fazole, suché, Pinto, 805 (0% vlhkost)"
3110,"Beans, Dry, Pinto, 807 (0% moisture)","Fazole, suché, Pinto, 807 (0% vlhkost)"
3038,"Beans, Dry, Pinto, 808 (0% moisture)","Fazole, suché, Pinto, 808 (0% vlhkost)"
3066,"Beans, Dry, Pinto, 809 (0% moisture)","Fazole, suché, Pinto, 809 (0% vlhkost)"
3130,"Beans, Dry, Pinto, 810 (0% moisture)","Fazole, suché, Pinto, 810 (0% vlhkost)"
3084,"Beans, Dry, Pinto, 812 (0% moisture)","Fazole, suché, Pinto, 812 (0% vlhkost)"
2974,"Beans, Dry, Pinto, 814 (0% moisture)","Fazole, suché, Pinto, 814 (0% vlhkost)"
3030,"Beans, Dry, Pinto, 815 (0% moisture)","Fazole, suché, Pinto, 815 (0% vlhkost)"
2978,"Beans, Dry, Pinto, 816 (0% moisture)","Fazole, suché, Pinto, 816 (0% vlhkost)"
3058,"Beans, Dry, Pinto, 820 (0% moisture)","Fazole, suché, Pinto, 820 (0% vlhkost)"
3006,"Beans, Dry, Pinto, 821 (0% moisture)","Fazole, suché, Pinto, 821 (0% vlhkost)"
2966,"Beans, Dry, Pinto, 825 (0% moisture)","Fazole, suché, Pinto, 825 (0% vlhkost)"
3378,"Beans, Dry, Red (0% moisture)","Fazole, suché, červené (0 % vlhkosti)"
3376,"Beans, Dry, Red, 345 (0% moisture)","Fazole, suché, červené, 345 (0% vlhkost)"
3377,"Beans, Dry, Red, 645 (0% moisture)","Fazole, suché, červené, 645 (0% vlhkost)"
3222,"Beans, Dry, Small Red (0% moisture)","Fazole, suché, malé červené (0 % vlhkosti)"
3148,"Beans, Dry, Small Red, 11F-8009 (0% moisture)","Fazole, suché, malé červené, 11F-8009 (0% vlhkost)"
3154,"Beans, Dry, Small Red, 11F-8011 (0% moisture)","Fazole, suché, malé červené, 11F-8011 (0% vlhkost)"
3144,"Beans, Dry, Small Red, 11F-8014 (0% moisture)","Fazole, suché, malé červené, 11F-8014 (0% vlhkost)"
3150,"Beans, Dry, Small Red, 11F-8017 (0% moisture)","Fazole, suché, malé červené, 11F-8017 (0% vlhkost)"
3146,"Beans, Dry, Small Red, 11F-8021 (0% moisture)","Fazole, suché, malé červené, 11F-8021 (0% vlhkost)"
3158,"Beans, Dry, Small Red, 11F-8033 (0% moisture)","Fazole, suché, malé červené, 11F-8033 (0% vlhkost)"
3156,"Beans, Dry, Small Red, 11F-8050 (0% moisture)","Fazole, suché, malé červené, 11F-8050 (0% vlhkost)"
3160,"Beans, Dry, Small Red, 11F-8056 (0% moisture)","Fazole, suché, malé červené, 11F-8056 (0% vlhkost)"
3152,"Beans, Dry, Small Red, 11F-8073 (0% moisture)","Fazole, suché, malé červené, 11F-8073 (0% vlhkost)"
3147,"Beans, Dry, Small Red, 11F-8111 (0% moisture)","Fazole, suché, malé červené, 11F-8111 (0% vlhkost)"
3155,"Beans, Dry, Small Red, 11F-8115 (0% moisture)","Fazole, suché, malé červené, 11F-8115 (0% vlhkost)"
3161,"Beans, Dry, Small Red, 11F-8137 (0% moisture)","Fazole, suché, malé červené, 11F-8137 (0% vlhkost)"
3145,"Beans, Dry, Small Red, 11F-8142 (0% moisture)","Fazole, suché, malé červené, 11F-8142 (0% vlhkost)"
3149,"Beans, Dry, Small Red, 11F-8153 (0% moisture)","Fazole, suché, malé červené, 11F-8153 (0% vlhkost)"
3153,"Beans, Dry, Small Red, 11F-8154 (0% moisture)","Fazole, suché, malé červené, 11F-8154 (0% vlhkost)"
3157,"Beans, Dry, Small Red, 11F-8161 (0% moisture)","Fazole, suché, malé červené, 11F-8161 (0% vlhkost)"
3151,"Beans, Dry, Small Red, 11F-8169 (0% moisture)","Fazole, suché, malé červené, 11F-8169 (0% vlhkost)"
3159,"Beans, Dry, Small Red, 11F-8199 (0% moisture)","Fazole, suché, malé červené, 11F-8199 (0% vlhkost)"
3188,"Beans, Dry, Small Red, 240 (0% moisture)","Fazole, suché, malé červené, 240 (0% vlhkost)"
3220,"Beans, Dry, Small Red, 323 (0% moisture)","Fazole, suché, malé červené, 323 (0% vlhkost)"
3189,"Beans, Dry, Small Red, 330 (0% moisture)","Fazole, suché, malé červené, 330 (0% vlhkost)"
3210,"Beans, Dry, Small Red, 332 (0% moisture)","Fazole, suché, malé červené, 332 (0% vlhkost)"
3180,"Beans, Dry, Small Red, 344 (0% moisture)","Fazole, suché, malé červené, 344 (0% vlhkost)"
3206,"Beans, Dry, Small Red, 347 (0% moisture)","Fazole, suché, malé červené, 347 (0% vlhkost)"
3186,"Beans, Dry, Small Red, 357 (0% moisture)","Fazole, suché, malé červené, 357 (0% vlhkost)"
3216,"Beans, Dry, Small Red, 369 (0% moisture)","Fazole, suché, malé červené, 369 (0% vlhkost)"
3204,"Beans, Dry, Small Red, 370 (0% moisture)","Fazole, suché, malé červené, 370 (0% vlhkost)"
